StartOrder;WS01;OR03326;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR00421;P00025;
RemoveProduct;WS01;P00025;
AssignProduct;WS01;P00266;
PickOrder;WS01;OR00421;P00266;
PickOrder;WS01;OR00421;P00266;
PickOrder;WS01;OR00421;P00266;
RemoveProduct;WS01;P00253;
AssignProduct;WS01;P00480;
PickOrder;WS01;OR00421;P00480;
PickOrder;WS01;OR00421;P00480;
StartOrder;WS01;OR09671;
PickOrder;WS01;OR09671;P00455;
PickOrder;WS01;OR09671;P00455;
RemoveProduct;WS01;P00266;
AssignProduct;WS01;P00163;
PickOrder;WS01;OR09708;P00163;
PickOrder;WS01;OR09708;P00163;
PickOrder;WS01;OR09708;P00163;
RemoveProduct;WS01;P00163;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR09708;P00186;
PickOrder;WS01;OR09708;P00186;
RemoveProduct;WS01;P00472;
AssignProduct;WS01;P00176;
PickOrder;WS01;OR09708;P00176;
StartOrder;WS01;OR09893;
PickOrder;WS01;OR09893;P00455;
PickOrder;WS01;OR09893;P00186;
PickOrder;WS01;OR09893;P00186;
PickOrder;WS01;OR09893;P00176;
RemoveProduct;WS01;P00176;
AssignProduct;WS01;P00436;
PickOrder;WS01;OR09893;P00436;
PickOrder;WS01;OR09893;P00436;
RemoveProduct;WS01;P00480;
AssignProduct;WS01;P00287;
PickOrder;WS01;OR09893;P00287;
PickOrder;WS01;OR09893;P00287;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00447;
PickOrder;WS01;OR09893;P00447;
StartOrder;WS01;OR03140;
PickOrder;WS01;OR03140;P00447;
PickOrder;WS01;OR03140;P00287;
PickOrder;WS01;OR03140;P00287;
PickOrder;WS01;OR03140;P00455;
PickOrder;WS01;OR03140;P00455;
PickOrder;WS01;OR03140;P00455;
PickOrder;WS01;OR03140;P00287;
PickOrder;WS01;OR03140;P00436;
RemoveProduct;WS01;P00287;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR03140;P00186;
PickOrder;WS01;OR03140;P00186;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00112;
PickOrder;WS01;OR03140;P00112;
PickOrder;WS01;OR03140;P00112;
PickOrder;WS01;OR03140;P00112;
StartOrder;WS01;OR09098;
PickOrder;WS01;OR09098;P00436;
PickOrder;WS01;OR09098;P00455;
PickOrder;WS01;OR09098;P00447;
PickOrder;WS01;OR09098;P00436;
RemoveProduct;WS01;P00112;
AssignProduct;WS01;P00134;
PickOrder;WS01;OR09098;P00134;
RemoveProduct;WS01;P00134;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR09098;P00186;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00287;
PickOrder;WS01;OR09098;P00287;
StartOrder;WS01;OR09957;
PickOrder;WS01;OR09957;P00436;
PickOrder;WS01;OR09957;P00447;
PickOrder;WS01;OR09957;P00287;
PickOrder;WS01;OR09957;P00455;
PickOrder;WS01;OR09957;P00436;
PickOrder;WS01;OR09957;P00287;
RemoveProduct;WS01;P00455;
AssignProduct;WS01;P00100;
PickOrder;WS01;OR09957;P00100;
RemoveProduct;WS01;P00100;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR09957;P00186;
StartOrder;WS01;OR09034;
PickOrder;WS01;OR09034;P00287;
PickOrder;WS01;OR09034;P00287;
PickOrder;WS01;OR09034;P00436;
PickOrder;WS01;OR09034;P00186;
PickOrder;WS01;OR09034;P00447;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00008;
PickOrder;WS01;OR09034;P00008;
PickOrder;WS01;OR09034;P00008;
RemoveProduct;WS01;P00008;
AssignProduct;WS01;P00024;
PickOrder;WS01;OR09034;P00024;
StartOrder;WS01;OR01700;
PickOrder;WS01;OR01700;P00436;
PickOrder;WS01;OR01700;P00447;
PickOrder;WS01;OR01700;P00287;
PickOrder;WS01;OR01700;P00436;
RemoveProduct;WS01;P00024;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR01700;P00186;
PickOrder;WS01;OR01700;P00186;
RemoveProduct;WS01;P00447;
AssignProduct;WS01;P00218;
PickOrder;WS01;OR01700;P00218;
RemoveProduct;WS01;P00218;
AssignProduct;WS01;P00056;
PickOrder;WS01;OR01700;P00056;
StartOrder;WS01;OR07580;
PickOrder;WS01;OR07580;P00436;
PickOrder;WS01;OR07580;P00287;
PickOrder;WS01;OR07580;P00436;
PickOrder;WS01;OR07580;P00436;
PickOrder;WS01;OR07580;P00186;
RemoveProduct;WS01;P00056;
AssignProduct;WS01;P00065;
PickOrder;WS01;OR07580;P00065;
RemoveProduct;WS01;P00065;
AssignProduct;WS01;P00490;
PickOrder;WS01;OR07580;P00490;
PickOrder;WS01;OR07580;P00490;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00248;
PickOrder;WS01;OR07580;P00248;
StartOrder;WS01;OR01578;
PickOrder;WS01;OR01578;P00287;
PickOrder;WS01;OR01578;P00490;
PickOrder;WS01;OR01578;P00490;
PickOrder;WS01;OR01578;P00436;
PickOrder;WS01;OR01578;P00436;
RemoveProduct;WS01;P00248;
AssignProduct;WS01;P00390;
PickOrder;WS01;OR01578;P00390;
RemoveProduct;WS01;P00390;
AssignProduct;WS01;P00177;
PickOrder;WS01;OR01578;P00177;
RemoveProduct;WS01;P00177;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR01578;P00186;
PickOrder;WS01;OR01578;P00186;
StartOrder;WS01;OR04343;
PickOrder;WS01;OR04343;P00287;
PickOrder;WS01;OR04343;P00436;
PickOrder;WS01;OR04343;P00186;
PickOrder;WS01;OR04343;P00436;
PickOrder;WS01;OR04343;P00186;
PickOrder;WS01;OR04343;P00287;
RemoveProduct;WS01;P00490;
AssignProduct;WS01;P00402;
PickOrder;WS01;OR04343;P00402;
PickOrder;WS01;OR04343;P00402;
RemoveProduct;WS01;P00402;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR04343;P00455;
PickOrder;WS01;OR04343;P00455;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00092;
PickOrder;WS01;OR04343;P00092;
PickOrder;WS01;OR04343;P00092;
PickOrder;WS01;OR04343;P00092;
StartOrder;WS01;OR00608;
PickOrder;WS01;OR00608;P00455;
PickOrder;WS01;OR00608;P00436;
PickOrder;WS01;OR00608;P00436;
PickOrder;WS01;OR00608;P00436;
PickOrder;WS01;OR00608;P00287;
PickOrder;WS01;OR00608;P00455;
PickOrder;WS01;OR00608;P00455;
RemoveProduct;WS01;P00092;
AssignProduct;WS01;P00404;
PickOrder;WS01;OR02921;P00404;
PickOrder;WS01;OR02921;P00404;
PickOrder;WS01;OR02921;P00404;
RemoveProduct;WS01;P00287;
AssignProduct;WS01;P00038;
PickOrder;WS01;OR02921;P00038;
PickOrder;WS01;OR02921;P00038;
PickOrder;WS01;OR02921;P00038;
RemoveProduct;WS01;P00038;
AssignProduct;WS01;P00169;
PickOrder;WS01;OR02921;P00169;
PickOrder;WS01;OR02921;P00169;
RemoveProduct;WS01;P00169;
AssignProduct;WS01;P00032;
PickOrder;WS01;OR02921;P00032;
StartOrder;WS01;OR01591;
PickOrder;WS01;OR01591;P00455;
PickOrder;WS01;OR01591;P00455;
PickOrder;WS01;OR01591;P00455;
RemoveProduct;WS01;P00032;
AssignProduct;WS01;P00335;
PickOrder;WS01;OR05497;P00335;
PickOrder;WS01;OR05497;P00335;
RemoveProduct;WS01;P00404;
AssignProduct;WS01;P00473;
PickOrder;WS01;OR05497;P00473;
PickOrder;WS01;OR05497;P00473;
RemoveProduct;WS01;P00436;
AssignProduct;WS01;P00459;
PickOrder;WS01;OR05497;P00459;
PickOrder;WS01;OR05497;P00459;
PickOrder;WS01;OR05497;P00459;
RemoveProduct;WS01;P00459;
AssignProduct;WS01;P00158;
PickOrder;WS01;OR05497;P00158;
StartOrder;WS01;OR04305;
PickOrder;WS01;OR04305;P00455;
PickOrder;WS01;OR04305;P00455;
PickOrder;WS01;OR04305;P00335;
RemoveProduct;WS01;P00158;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR00608;P00186;
PickOrder;WS01;OR00608;P00186;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00411;
PickOrder;WS01;OR00608;P00411;
RemoveProduct;WS01;P00335;
AssignProduct;WS01;P00447;
PickOrder;WS01;OR00608;P00447;
RemoveProduct;WS01;P00411;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR04305;P00206;
PickOrder;WS01;OR04305;P00206;
PickOrder;WS01;OR04305;P00206;
PickOrder;WS01;OR01591;P00206;
PickOrder;WS01;OR01591;P00206;
PickOrder;WS01;OR00608;P00206;
StartOrder;WS01;OR06511;
PickOrder;WS01;OR06511;P00206;
PickOrder;WS01;OR06511;P00455;
RemoveProduct;WS01;P00447;
AssignProduct;WS01;P00381;
PickOrder;WS01;OR04305;P00381;
PickOrder;WS01;OR04305;P00381;
PickOrder;WS01;OR09671;P00381;
PickOrder;WS01;OR09671;P00381;
RemoveProduct;WS01;P00473;
AssignProduct;WS01;P00227;
PickOrder;WS01;OR04305;P00227;
PickOrder;WS01;OR04305;P00227;
PickOrder;WS01;OR09671;P00227;
PickOrder;WS01;OR09671;P00227;
PickOrder;WS01;OR09671;P00227;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00091;
PickOrder;WS01;OR04305;P00091;
PickOrder;WS01;OR04305;P00091;
RemoveProduct;WS01;P00091;
AssignProduct;WS01;P00475;
PickOrder;WS01;OR04305;P00475;
PickOrder;WS01;OR04305;P00475;
PickOrder;WS01;OR09671;P00475;
PickOrder;WS01;OR09671;P00475;
PickOrder;WS01;OR09671;P00475;
StartOrder;WS01;OR07258;
PickOrder;WS01;OR07258;P00455;
PickOrder;WS01;OR07258;P00455;
PickOrder;WS01;OR07258;P00227;
PickOrder;WS01;OR07258;P00455;
PickOrder;WS01;OR07258;P00475;
PickOrder;WS01;OR07258;P00455;
PickOrder;WS01;OR07258;P00381;
PickOrder;WS01;OR07258;P00455;
PickOrder;WS01;OR07258;P00227;
PickOrder;WS01;OR07258;P00475;
RemoveProduct;WS01;P00227;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR07258;P00206;
PickOrder;WS01;OR07258;P00206;
PickOrder;WS01;OR07258;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00071;
PickOrder;WS01;OR07258;P00071;
StartOrder;WS01;OR04156;
PickOrder;WS01;OR04156;P00475;
PickOrder;WS01;OR04156;P00071;
PickOrder;WS01;OR04156;P00475;
PickOrder;WS01;OR04156;P00455;
PickOrder;WS01;OR04156;P00381;
PickOrder;WS01;OR04156;P00071;
PickOrder;WS01;OR04156;P00475;
RemoveProduct;WS01;P00071;
AssignProduct;WS01;P00227;
PickOrder;WS01;OR04156;P00227;
PickOrder;WS01;OR04156;P00227;
RemoveProduct;WS01;P00455;
AssignProduct;WS01;P00234;
PickOrder;WS01;OR04156;P00234;
PickOrder;WS01;OR04156;P00234;
StartOrder;WS01;OR01723;
PickOrder;WS01;OR01723;P00227;
PickOrder;WS01;OR01723;P00475;
PickOrder;WS01;OR01723;P00475;
PickOrder;WS01;OR01723;P00381;
PickOrder;WS01;OR01723;P00381;
RemoveProduct;WS01;P00234;
AssignProduct;WS01;P00088;
PickOrder;WS01;OR09671;P00088;
PickOrder;WS01;OR09671;P00088;
RemoveProduct;WS01;P00088;
AssignProduct;WS01;P00446;
PickOrder;WS01;OR09671;P00446;
PickOrder;WS01;OR09671;P00446;
StartOrder;WS01;OR06191;
PickOrder;WS01;OR06191;P00475;
PickOrder;WS01;OR06191;P00475;
PickOrder;WS01;OR06191;P00381;
PickOrder;WS01;OR06191;P00475;
PickOrder;WS01;OR06191;P00227;
RemoveProduct;WS01;P00446;
AssignProduct;WS01;P00091;
PickOrder;WS01;OR06191;P00091;
PickOrder;WS01;OR06191;P00091;
RemoveProduct;WS01;P00091;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR06191;P00206;
PickOrder;WS01;OR06191;P00206;
PickOrder;WS01;OR06191;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00265;
PickOrder;WS01;OR06191;P00265;
PickOrder;WS01;OR06191;P00265;
StartOrder;WS01;OR05089;
PickOrder;WS01;OR05089;P00227;
PickOrder;WS01;OR05089;P00475;
PickOrder;WS01;OR05089;P00475;
PickOrder;WS01;OR05089;P00381;
PickOrder;WS01;OR05089;P00227;
PickOrder;WS01;OR05089;P00265;
PickOrder;WS01;OR05089;P00381;
PickOrder;WS01;OR05089;P00381;
RemoveProduct;WS01;P00265;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR05089;P00206;
PickOrder;WS01;OR05089;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00150;
PickOrder;WS01;OR05089;P00150;
StartOrder;WS01;OR02320;
PickOrder;WS01;OR02320;P00381;
PickOrder;WS01;OR02320;P00381;
PickOrder;WS01;OR02320;P00227;
PickOrder;WS01;OR02320;P00150;
PickOrder;WS01;OR02320;P00475;
PickOrder;WS01;OR02320;P00381;
PickOrder;WS01;OR02320;P00227;
PickOrder;WS01;OR02320;P00227;
RemoveProduct;WS01;P00150;
AssignProduct;WS01;P00341;
PickOrder;WS01;OR02320;P00341;
PickOrder;WS01;OR02320;P00341;
RemoveProduct;WS01;P00341;
AssignProduct;WS01;P00088;
PickOrder;WS01;OR02320;P00088;
PickOrder;WS01;OR02320;P00088;
StartOrder;WS01;OR07060;
PickOrder;WS01;OR07060;P00088;
PickOrder;WS01;OR07060;P00227;
PickOrder;WS01;OR07060;P00475;
PickOrder;WS01;OR07060;P00475;
PickOrder;WS01;OR07060;P00227;
PickOrder;WS01;OR07060;P00088;
PickOrder;WS01;OR07060;P00381;
PickOrder;WS01;OR07060;P00381;
RemoveProduct;WS01;P00088;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR07060;P00206;
PickOrder;WS01;OR07060;P00206;
PickOrder;WS01;OR07060;P00206;
PickOrder;WS01;OR07060;P00206;
PickOrder;WS01;OR07060;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00245;
PickOrder;WS01;OR07060;P00245;
PickOrder;WS01;OR07060;P00245;
StartOrder;WS01;OR00121;
PickOrder;WS01;OR00121;P00381;
PickOrder;WS01;OR00121;P00227;
PickOrder;WS01;OR00121;P00475;
PickOrder;WS01;OR00121;P00227;
PickOrder;WS01;OR00121;P00475;
RemoveProduct;WS01;P00227;
AssignProduct;WS01;P00123;
PickOrder;WS01;OR01723;P00123;
PickOrder;WS01;OR01723;P00123;
RemoveProduct;WS01;P00123;
AssignProduct;WS01;P00049;
PickOrder;WS01;OR01723;P00049;
PickOrder;WS01;OR01723;P00049;
RemoveProduct;WS01;P00049;
AssignProduct;WS01;P00493;
PickOrder;WS01;OR01723;P00493;
PickOrder;WS01;OR01723;P00493;
PickOrder;WS01;OR01723;P00493;
StartOrder;WS01;OR04356;
PickOrder;WS01;OR04356;P00381;
PickOrder;WS01;OR04356;P00493;
PickOrder;WS01;OR04356;P00475;
PickOrder;WS01;OR04356;P00475;
PickOrder;WS01;OR04356;P00381;
PickOrder;WS01;OR04356;P00493;
PickOrder;WS01;OR04356;P00493;
RemoveProduct;WS01;P00493;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR00121;P00206;
PickOrder;WS01;OR00121;P00206;
RemoveProduct;WS01;P00245;
AssignProduct;WS01;P00500;
PickOrder;WS01;OR00121;P00500;
RemoveProduct;WS01;P00500;
AssignProduct;WS01;P00091;
PickOrder;WS01;OR00121;P00091;
StartOrder;WS01;OR09712;
PickOrder;WS01;OR09712;P00475;
PickOrder;WS01;OR09712;P00091;
PickOrder;WS01;OR09712;P00475;
PickOrder;WS01;OR09712;P00381;
PickOrder;WS01;OR09712;P00091;
PickOrder;WS01;OR09712;P00206;
PickOrder;WS01;OR09712;P00381;
PickOrder;WS01;OR09712;P00091;
RemoveProduct;WS01;P00091;
AssignProduct;WS01;P00227;
PickOrder;WS01;OR04356;P00227;
PickOrder;WS01;OR04356;P00227;
PickOrder;WS01;OR09712;P00227;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00385;
PickOrder;WS01;OR04356;P00385;
PickOrder;WS01;OR04356;P00385;
RemoveProduct;WS01;P00385;
AssignProduct;WS01;P00237;
PickOrder;WS01;OR04356;P00237;
StartOrder;WS01;OR07537;
PickOrder;WS01;OR07537;P00381;
PickOrder;WS01;OR07537;P00475;
PickOrder;WS01;OR07537;P00227;
PickOrder;WS01;OR07537;P00475;
RemoveProduct;WS01;P00237;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR09712;P00455;
PickOrder;WS01;OR09712;P00455;
PickOrder;WS01;OR09712;P00455;
RemoveProduct;WS01;P00227;
AssignProduct;WS01;P00203;
PickOrder;WS01;OR09712;P00203;
PickOrder;WS01;OR09712;P00203;
StartOrder;WS01;OR08625;
PickOrder;WS01;OR08625;P00455;
PickOrder;WS01;OR08625;P00381;
PickOrder;WS01;OR08625;P00475;
PickOrder;WS01;OR08625;P00455;
PickOrder;WS01;OR08625;P00381;
PickOrder;WS01;OR08625;P00475;
RemoveProduct;WS01;P00203;
AssignProduct;WS01;P00072;
PickOrder;WS01;OR07537;P00072;
PickOrder;WS01;OR07537;P00072;
PickOrder;WS01;OR07537;P00072;
RemoveProduct;WS01;P00072;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR07537;P00206;
PickOrder;WS01;OR07537;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00150;
PickOrder;WS01;OR08625;P00150;
PickOrder;WS01;OR08625;P00150;
PickOrder;WS01;OR07537;P00150;
StartOrder;WS01;OR02120;
PickOrder;WS01;OR02120;P00150;
PickOrder;WS01;OR02120;P00455;
PickOrder;WS01;OR02120;P00150;
PickOrder;WS01;OR02120;P00381;
PickOrder;WS01;OR02120;P00455;
PickOrder;WS01;OR02120;P00475;
RemoveProduct;WS01;P00455;
AssignProduct;WS01;P00227;
PickOrder;WS01;OR02120;P00227;
PickOrder;WS01;OR08625;P00227;
PickOrder;WS01;OR08625;P00227;
RemoveProduct;WS01;P00150;
AssignProduct;WS01;P00245;
PickOrder;WS01;OR02120;P00245;
PickOrder;WS01;OR02120;P00245;
PickOrder;WS01;OR08625;P00245;
PickOrder;WS01;OR08625;P00245;
RemoveProduct;WS01;P00227;
AssignProduct;WS01;P00354;
PickOrder;WS01;OR08625;P00354;
PickOrder;WS01;OR08625;P00354;
StartOrder;WS01;OR08128;
PickOrder;WS01;OR08128;P00245;
PickOrder;WS01;OR08128;P00381;
PickOrder;WS01;OR08128;P00245;
PickOrder;WS01;OR08128;P00245;
PickOrder;WS01;OR08128;P00475;
RemoveProduct;WS01;P00245;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR02120;P00206;
PickOrder;WS01;OR02120;P00206;
PickOrder;WS01;OR08128;P00206;
RemoveProduct;WS01;P00354;
AssignProduct;WS01;P00348;
PickOrder;WS01;OR02120;P00348;
PickOrder;WS01;OR02120;P00348;
StartOrder;WS01;OR06908;
PickOrder;WS01;OR06908;P00206;
PickOrder;WS01;OR06908;P00475;
PickOrder;WS01;OR06908;P00206;
PickOrder;WS01;OR06908;P00206;
PickOrder;WS01;OR06908;P00381;
PickOrder;WS01;OR06908;P00475;
RemoveProduct;WS01;P00348;
AssignProduct;WS01;P00442;
PickOrder;WS01;OR06908;P00442;
RemoveProduct;WS01;P00442;
AssignProduct;WS01;P00088;
PickOrder;WS01;OR06908;P00088;
PickOrder;WS01;OR06908;P00088;
PickOrder;WS01;OR06908;P00088;
PickOrder;WS01;OR08128;P00088;
PickOrder;WS01;OR08128;P00088;
PickOrder;WS01;OR08128;P00088;
PickOrder;WS01;OR08128;P00088;
RemoveProduct;WS01;P00088;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR06908;P00455;
PickOrder;WS01;OR06908;P00455;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00227;
PickOrder;WS01;OR06908;P00227;
PickOrder;WS01;OR08128;P00227;
StartOrder;WS01;OR08110;
PickOrder;WS01;OR08110;P00455;
PickOrder;WS01;OR08110;P00455;
PickOrder;WS01;OR08110;P00475;
PickOrder;WS01;OR08110;P00227;
PickOrder;WS01;OR08110;P00475;
PickOrder;WS01;OR08110;P00475;
PickOrder;WS01;OR08110;P00227;
PickOrder;WS01;OR08110;P00381;
PickOrder;WS01;OR08110;P00227;
RemoveProduct;WS01;P00227;
AssignProduct;WS01;P00004;
PickOrder;WS01;OR08128;P00004;
PickOrder;WS01;OR08128;P00004;
RemoveProduct;WS01;P00381;
AssignProduct;WS01;P00449;
PickOrder;WS01;OR08128;P00449;
StartOrder;WS01;OR03215;
PickOrder;WS01;OR03215;P00455;
PickOrder;WS01;OR03215;P00004;
PickOrder;WS01;OR03215;P00455;
RemoveProduct;WS01;P00004;
AssignProduct;WS01;P00419;
PickOrder;WS01;OR08110;P00419;
PickOrder;WS01;OR08110;P00419;
PickOrder;WS01;OR08110;P00419;
RemoveProduct;WS01;P00449;
AssignProduct;WS01;P00071;
PickOrder;WS01;OR08110;P00071;
RemoveProduct;WS01;P00071;
AssignProduct;WS01;P00417;
PickOrder;WS01;OR08110;P00417;
StartOrder;WS01;OR02801;
PickOrder;WS01;OR02801;P00475;
PickOrder;WS01;OR02801;P00475;
PickOrder;WS01;OR02801;P00455;
PickOrder;WS01;OR02801;P00419;
PickOrder;WS01;OR02801;P00419;
PickOrder;WS01;OR02801;P00455;
PickOrder;WS01;OR02801;P00455;
PickOrder;WS01;OR02801;P00455;
PickOrder;WS01;OR02801;P00419;
RemoveProduct;WS01;P00417;
AssignProduct;WS01;P00304;
PickOrder;WS01;OR06511;P00304;
PickOrder;WS01;OR06511;P00304;
RemoveProduct;WS01;P00419;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR06511;P00120;
PickOrder;WS01;OR06511;P00120;
RemoveProduct;WS01;P00475;
AssignProduct;WS01;P00199;
PickOrder;WS01;OR06511;P00199;
PickOrder;WS01;OR06511;P00199;
PickOrder;WS01;OR06511;P00199;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00269;
PickOrder;WS01;OR06511;P00269;
StartOrder;WS01;OR07742;
PickOrder;WS01;OR07742;P00304;
PickOrder;WS01;OR07742;P00269;
PickOrder;WS01;OR07742;P00199;
PickOrder;WS01;OR07742;P00455;
PickOrder;WS01;OR07742;P00269;
PickOrder;WS01;OR07742;P00455;
RemoveProduct;WS01;P00199;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR07742;P00120;
PickOrder;WS01;OR07742;P00120;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00299;
PickOrder;WS01;OR07742;P00299;
PickOrder;WS01;OR07742;P00299;
PickOrder;WS01;OR07742;P00299;
StartOrder;WS01;OR00907;
PickOrder;WS01;OR00907;P00455;
PickOrder;WS01;OR00907;P00269;
PickOrder;WS01;OR00907;P00304;
PickOrder;WS01;OR00907;P00269;
RemoveProduct;WS01;P00299;
AssignProduct;WS01;P00288;
PickOrder;WS01;OR00907;P00288;
PickOrder;WS01;OR00907;P00288;
RemoveProduct;WS01;P00288;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR00907;P00120;
PickOrder;WS01;OR00907;P00120;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00199;
PickOrder;WS01;OR00907;P00199;
PickOrder;WS01;OR00907;P00199;
StartOrder;WS01;OR02439;
PickOrder;WS01;OR02439;P00269;
PickOrder;WS01;OR02439;P00455;
PickOrder;WS01;OR02439;P00199;
PickOrder;WS01;OR02439;P00304;
PickOrder;WS01;OR02439;P00455;
PickOrder;WS01;OR02439;P00269;
PickOrder;WS01;OR02439;P00269;
PickOrder;WS01;OR02439;P00199;
RemoveProduct;WS01;P00199;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR02439;P00206;
PickOrder;WS01;OR02439;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR02439;P00120;
StartOrder;WS01;OR04217;
PickOrder;WS01;OR04217;P00120;
PickOrder;WS01;OR04217;P00269;
PickOrder;WS01;OR04217;P00455;
PickOrder;WS01;OR04217;P00455;
PickOrder;WS01;OR04217;P00455;
PickOrder;WS01;OR04217;P00455;
PickOrder;WS01;OR04217;P00304;
PickOrder;WS01;OR04217;P00269;
PickOrder;WS01;OR04217;P00120;
PickOrder;WS01;OR04217;P00455;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR04217;P00206;
PickOrder;WS01;OR04217;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00199;
PickOrder;WS01;OR04217;P00199;
StartOrder;WS01;OR05675;
PickOrder;WS01;OR05675;P00304;
PickOrder;WS01;OR05675;P00455;
PickOrder;WS01;OR05675;P00455;
PickOrder;WS01;OR05675;P00199;
PickOrder;WS01;OR05675;P00304;
PickOrder;WS01;OR05675;P00269;
PickOrder;WS01;OR05675;P00455;
PickOrder;WS01;OR05675;P00269;
RemoveProduct;WS01;P00199;
AssignProduct;WS01;P00055;
PickOrder;WS01;OR05675;P00055;
PickOrder;WS01;OR05675;P00055;
PickOrder;WS01;OR05675;P00055;
RemoveProduct;WS01;P00055;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR05675;P00120;
StartOrder;WS01;OR05432;
PickOrder;WS01;OR05432;P00455;
PickOrder;WS01;OR05432;P00120;
PickOrder;WS01;OR05432;P00455;
PickOrder;WS01;OR05432;P00269;
PickOrder;WS01;OR05432;P00304;
PickOrder;WS01;OR05432;P00455;
PickOrder;WS01;OR05432;P00455;
PickOrder;WS01;OR05432;P00120;
PickOrder;WS01;OR05432;P00304;
PickOrder;WS01;OR05432;P00455;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00199;
PickOrder;WS01;OR05432;P00199;
PickOrder;WS01;OR05432;P00199;
RemoveProduct;WS01;P00199;
AssignProduct;WS01;P00346;
PickOrder;WS01;OR05432;P00346;
PickOrder;WS01;OR05432;P00346;
PickOrder;WS01;OR05432;P00346;
StartOrder;WS01;OR07766;
PickOrder;WS01;OR07766;P00455;
PickOrder;WS01;OR07766;P00269;
PickOrder;WS01;OR07766;P00304;
PickOrder;WS01;OR07766;P00269;
PickOrder;WS01;OR07766;P00304;
RemoveProduct;WS01;P00346;
AssignProduct;WS01;P00002;
PickOrder;WS01;OR07766;P00002;
PickOrder;WS01;OR07766;P00002;
PickOrder;WS01;OR07766;P00002;
RemoveProduct;WS01;P00002;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR07766;P00120;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00199;
PickOrder;WS01;OR07766;P00199;
StartOrder;WS01;OR01198;
PickOrder;WS01;OR01198;P00304;
PickOrder;WS01;OR01198;P00304;
PickOrder;WS01;OR01198;P00199;
PickOrder;WS01;OR01198;P00269;
PickOrder;WS01;OR01198;P00455;
PickOrder;WS01;OR01198;P00269;
PickOrder;WS01;OR01198;P00199;
RemoveProduct;WS01;P00199;
AssignProduct;WS01;P00120;
PickOrder;WS01;OR01198;P00120;
PickOrder;WS01;OR01198;P00120;
PickOrder;WS01;OR01198;P00120;
RemoveProduct;WS01;P00120;
AssignProduct;WS01;P00489;
PickOrder;WS01;OR01198;P00489;
StartOrder;WS01;OR00652;
PickOrder;WS01;OR00652;P00455;
PickOrder;WS01;OR00652;P00304;
PickOrder;WS01;OR00652;P00455;
PickOrder;WS01;OR00652;P00269;
PickOrder;WS01;OR00652;P00269;
PickOrder;WS01;OR00652;P00455;
PickOrder;WS01;OR00652;P00455;
PickOrder;WS01;OR00652;P00304;
RemoveProduct;WS01;P00489;
AssignProduct;WS01;P00495;
PickOrder;WS01;OR00652;P00495;
